Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Jaipur,Junction,Round about Junction,Greviously Injured,96.0
Jaipur,Junction,Round about Junction,Minor Injury,166.0
Jaipur,Junction,Round about Junction,Total Injured,441.0
Jaipur,Junction,Round about Junction,Total number of Accidents,226.0
Jaipur,Junction,Uncontrolled,Persons Killed,56.0
Jaipur,Junction,Uncontrolled,Greviously Injured,296.0
Jaipur,Junction,Uncontrolled,Minor Injury,183.0
Jaipur,Junction,Uncontrolled,Total Injured,267.0
Jaipur,Junction,Uncontrolled,Total number of Accidents,809.0
Jaipur,Road Features,Straight Road,Persons Killed,11.0
Jaipur,Road Features,Straight Road,Greviously Injured,246.0
Jaipur,Road Features,Straight Road,Minor Injury,358.0
Jaipur,Road Features,Straight Road,Total Injured,554.0
Jaipur,Road Features,Straight Road,Total number of Accidents,1105.0
Jaipur,Road Features,Curved Road,Persons Killed,44.0
Jaipur,Road Features,Curved Road,Greviously Injured,199.0
Jaipur,Road Features,Curved Road,Minor Injury,171.0
Jaipur,Road Features,Curved Road,Total Injured,657.0
Jaipur,Road Features,Curved Road,Total number of Accidents,329.0
Jaipur,Road Features,Bridge,Persons Killed,53.0
Jaipur,Road Features,Bridge,Greviously Injured,202.0
Jaipur,Road Features,Bridge,Minor Injury,356.0
Jaipur,Road Features,Bridge,Total Injured,792.0
Jaipur,Road Features,Bridge,Total number of Accidents,993.0
Jaipur,Road Features,Pot Holes,Persons Killed,28.0
Jaipur,Road Features,Pot Holes,Greviously Injured,158.0
Jaipur,Road Features,Pot Holes,Minor Injury,316.0
Jaipur,Road Features,Pot Holes,Total Injured,395.0
Jaipur,Road Features,Pot Holes,Total number of Accidents,210.0
Jaipur,Road Features,Steep Grade,Persons Killed,35.0
Jaipur,Road Features,Steep Grade,Greviously Injured,122.0
Jaipur,Road Features,Steep Grade,Minor Injury,236.0
Jaipur,Road Features,Steep Grade,Total Injured,326.0
Jaipur,Road Features,Steep Grade,Total number of Accidents,297.0
Jaipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,54.0
Jaipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,120.0
Jaipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,201.0
Jaipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,505.0
Jaipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,268.0
Jaipur,Impacting Vehicle/Object,Two Wheelers,Persons Killed,55.0
Jaipur,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,298.0
Jaipur,Impacting Vehicle/Object,Two Wheelers,Minor Injury,299.0
Jaipur,Impacting Vehicle/Object,Two Wheelers,Total Injured,647.0
Jaipur,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,950.0
Jaipur,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,19.0
Jaipur,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,236.0
Jaipur,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,293.0
Jaipur,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,590.0
Jaipur,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,1157.0
Jaipur,Impacting Vehicle/Object,Buses,Persons Killed,97.0
Jaipur,Impacting Vehicle/Object,Buses,Greviously Injured,210.0
Jaipur,Impacting Vehicle/Object,Buses,Minor Injury,203.0
Jaipur,Impacting Vehicle/Object,Buses,Total Injured,549.0
Jaipur,Impacting Vehicle/Object,Buses,Total number of Accidents,272.0
Jaipur,Impacting Vehicle/Object,Pedestrian,Persons Killed,72.0
Jaipur,Impacting Vehicle/Object,Pedestrian,Greviously Injured,26.0
Jaipur,Impacting Vehicle/Object,Pedestrian,Minor Injury,178.0
Jaipur,Impacting Vehicle/Object,Pedestrian,Total Injured,316.0
Jaipur,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,260.0
Jaipur,Weather,Sunny/Clear,Persons Killed,42.0
Jaipur,Weather,Sunny/Clear,Greviously Injured,113.0
Jaipur,Weather,Sunny/Clear,Minor Injury,91.0
Jaipur,Weather,Sunny/Clear,Total Injured,124.0
Jaipur,Weather,Sunny/Clear,Total number of Accidents,1262.0
Jaipur,Weather,Rainy,Persons Killed,34.0
Jaipur,Weather,Rainy,Greviously Injured,140.0
Jaipur,Weather,Rainy,Minor Injury,278.0
Jaipur,Weather,Rainy,Total Injured,207.0
Jaipur,Weather,Rainy,Total number of Accidents,371.0
Jaipur,Weather,Foggy and Misty,Persons Killed,50.0
Jaipur,Weather,Foggy and Misty,Greviously Injured,111.0
Jaipur,Weather,Foggy and Misty,Minor Injury,403.0
Jaipur,Weather,Foggy and Misty,Total Injured,623.0
Jaipur,Weather,Foggy and Misty,Total number of Accidents,474.0
Jaipur,Weather,Hail/Sleet,Persons Killed,43.0
Jaipur,Weather,Hail/Sleet,Greviously Injured,26.0
Jaipur,Weather,Hail/Sleet,Minor Injury,379.0
Jaipur,Weather,Hail/Sleet,Total Injured,668.0
Jaipur,Weather,Hail/Sleet,Total number of Accidents,211.0
Jaipur,Traffic Violation,Drunken Driving,Persons Killed,61.0
Jaipur,Traffic Violation,Drunken Driving,Greviously Injured,89.0
Jaipur,Traffic Violation,Drunken Driving,Minor Injury,265.0
Jaipur,Traffic Violation,Drunken Driving,Total Injured,438.0
Jaipur,Traffic Violation,Drunken Driving,Total number of Accidents,860.0
Jaipur,Traffic Violation,Over Speeding,Persons Killed,80.0
Jaipur,Traffic Violation,Over Speeding,Greviously Injured,224.0
Jaipur,Traffic Violation,Over Speeding,Minor Injury,423.0
Jaipur,Traffic Violation,Over Speeding,Total Injured,299.0
Jaipur,Traffic Violation,Over Speeding,Total number of Accidents,665.0
Jaipur,Traffic Violation,Jumping Red Light,Persons Killed,88.0
Jaipur,Traffic Violation,Jumping Red Light,Greviously Injured,277.0
Jaipur,Traffic Violation,Jumping Red Light,Minor Injury,192.0
Jaipur,Traffic Violation,Jumping Red Light,Total Injured,670.0
Jaipur,Traffic Violation,Jumping Red Light,Total number of Accidents,688.0
Jaipur,Traffic Violation,Use of Mobile Phone,Persons Killed,25.0
Jaipur,Traffic Violation,Use of Mobile Phone,Greviously Injured,56.0
Jaipur,Traffic Violation,Use of Mobile Phone,Minor Injury,337.0
Jaipur,Traffic Violation,Use of Mobile Phone,Total Injured,115.0
Jaipur,Traffic Violation,Use of Mobile Phone,Total number of Accidents,910.0
Jaipur,Traffic Violation,Wrong Side Driving,Persons Killed,16.0
Jaipur,Traffic Violation,Wrong Side Driving,Greviously Injured,291.0
Jaipur,Traffic Violation,Wrong Side Driving,Minor Injury,135.0
Jaipur,Traffic Violation,Wrong Side Driving,Total Injured,349.0
Jaipur,Traffic Violation,Wrong Side Driving,Total number of Accidents,590.0
Surat,Traffic Control,Traffic Light Signal,Persons Killed,13.0
Surat,Traffic Control,Traffic Light Signal,Greviously Injured,126.0
Surat,Traffic Control,Traffic Light Signal,Minor Injury,56.0
Surat,Traffic Control,Traffic Light Signal,Total Injured,236.0
Surat,Traffic Control,Traffic Light Signal,Total number of Accidents,1082.0
Surat,Traffic Control,Stop Sign,Persons Killed,47.0
Surat,Traffic Control,Stop Sign,Greviously Injured,224.0
Surat,Traffic Control,Stop Sign,Minor Injury,131.0
Surat,Traffic Control,Stop Sign,Total Injured,322.0
Surat,Traffic Control,Stop Sign,Total number of Accidents,1189.0
Surat,Traffic Control,Police Controlled,Persons Killed,38.0
Surat,Traffic Control,Police Controlled,Greviously Injured,112.0
Surat,Traffic Control,Police Controlled,Minor Injury,322.0
Surat,Traffic Control,Police Controlled,Total Injured,625.0
Surat,Traffic Control,Police Controlled,Total number of Accidents,1382.0
Surat,Traffic Control,Flashing Signal/Blinker,Persons Killed,23.0
Surat,Traffic Control,Flashing Signal/Blinker,Greviously Injured,117.0
Surat,Traffic Control,Flashing Signal/Blinker,Minor Injury,237.0
Surat,Traffic Control,Flashing Signal/Blinker,Total Injured,197.0
Surat,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,330.0
Surat,Junction,Four arm Junction,Persons Killed,36.0
Surat,Junction,Four arm Junction,Greviously Injured,180.0
Surat,Junction,Four arm Junction,Minor Injury,473.0
Surat,Junction,Four arm Junction,Total Injured,282.0
Surat,Junction,Four arm Junction,Total number of Accidents,1182.0
Surat,Junction,T Junction,Persons Killed,38.0
Surat,Junction,T Junction,Greviously Injured,24.0
Surat,Junction,T Junction,Minor Injury,425.0
Surat,Junction,T Junction,Total Injured,596.0
Surat,Junction,T Junction,Total number of Accidents,1181.0
Surat,Junction,Y Junction,Persons Killed,24.0
Surat,Junction,Y Junction,Greviously Injured,219.0
Surat,Junction,Y Junction,Minor Injury,210.0
Surat,Junction,Y Junction,Total Injured,115.0
Surat,Junction,Y Junction,Total number of Accidents,692.0
Surat,Junction,Round about Junction,Persons Killed,41.0
Surat,Junction,Round about Junction,Greviously Injured,117.0
Surat,Junction,Round about Junction,Minor Injury,431.0
Surat,Junction,Round about Junction,Total Injured,549.0
Surat,Junction,Round about Junction,Total number of Accidents,510.0
Surat,Junction,Uncontrolled,Persons Killed,98.0
Surat,Junction,Uncontrolled,Greviously Injured,179.0
Surat,Junction,Uncontrolled,Minor Injury,83.0
Surat,Junction,Uncontrolled,Total Injured,513.0
Surat,Junction,Uncontrolled,Total number of Accidents,450.0
Surat,Road Features,Straight Road,Persons Killed,12.0
Surat,Road Features,Straight Road,Greviously Injured,150.0
Surat,Road Features,Straight Road,Minor Injury,323.0
Surat,Road Features,Straight Road,Total Injured,515.0
Surat,Road Features,Straight Road,Total number of Accidents,1262.0
Surat,Road Features,Curved Road,Persons Killed,45.0
Surat,Road Features,Curved Road,Greviously Injured,38.0
Surat,Road Features,Curved Road,Minor Injury,495.0
Surat,Road Features,Curved Road,Total Injured,576.0
Surat,Road Features,Curved Road,Total number of Accidents,517.0
Surat,Road Features,Bridge,Persons Killed,56.0
Surat,Road Features,Bridge,Greviously Injured,281.0
Surat,Road Features,Bridge,Minor Injury,489.0
Surat,Road Features,Bridge,Total Injured,338.0
Surat,Road Features,Bridge,Total number of Accidents,576.0
Surat,Road Features,Pot Holes,Persons Killed,9.0
Surat,Road Features,Pot Holes,Greviously Injured,74.0
Surat,Road Features,Pot Holes,Minor Injury,226.0
Surat,Road Features,Pot Holes,Total Injured,102.0
Surat,Road Features,Pot Holes,Total number of Accidents,1365.0
Surat,Road Features,Steep Grade,Persons Killed,29.0
Surat,Road Features,Steep Grade,Greviously Injured,155.0
Surat,Road Features,Steep Grade,Minor Injury,495.0
Surat,Road Features,Steep Grade,Total Injured,392.0
Surat,Road Features,Steep Grade,Total number of Accidents,631.0
Surat,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,64.0
Surat,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,82.0
Surat,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,448.0
Surat,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,443.0
Surat,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,1163.0
Surat,Impacting Vehicle/Object,Two Wheelers,Persons Killed,11.0
Surat,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,196.0
Surat,Impacting Vehicle/Object,Two Wheelers,Minor Injury,342.0
Surat,Impacting Vehicle/Object,Two Wheelers,Total Injured,160.0
Surat,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,1138.0
Surat,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,69.0
Surat,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,20.0
Surat,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,111.0
Surat,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,325.0
Surat,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,1376.0
Surat,Impacting Vehicle/Object,Buses,Persons Killed,70.0
Surat,Impacting Vehicle/Object,Buses,Greviously Injured,61.0
Surat,Impacting Vehicle/Object,Buses,Minor Injury,309.0
Surat,Impacting Vehicle/Object,Buses,Total Injured,670.0
Surat,Impacting Vehicle/Object,Buses,Total number of Accidents,1084.0
Surat,Impacting Vehicle/Object,Pedestrian,Persons Killed,73.0
Surat,Impacting Vehicle/Object,Pedestrian,Greviously Injured,116.0
Surat,Impacting Vehicle/Object,Pedestrian,Minor Injury,275.0
Surat,Impacting Vehicle/Object,Pedestrian,Total Injured,317.0
Surat,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,1136.0
Surat,Weather,Sunny/Clear,Persons Killed,2.0
Surat,Weather,Sunny/Clear,Greviously Injured,271.0
Surat,Weather,Sunny/Clear,Minor Injury,54.0
Surat,Weather,Sunny/Clear,Total Injured,153.0
Surat,Weather,Sunny/Clear,Total number of Accidents,1270.0
Surat,Weather,Rainy,Persons Killed,86.0
Surat,Weather,Rainy,Greviously Injured,186.0
Surat,Weather,Rainy,Minor Injury,58.0
Surat,Weather,Rainy,Total Injured,198.0
Surat,Weather,Rainy,Total number of Accidents,1243.0
Surat,Weather,Foggy and Misty,Persons Killed,60.0
Surat,Weather,Foggy and Misty,Greviously Injured,187.0
Surat,Weather,Foggy and Misty,Minor Injury,243.0
Surat,Weather,Foggy and Misty,Total Injured,161.0
Surat,Weather,Foggy and Misty,Total number of Accidents,1368.0
Surat,Weather,Hail/Sleet,Persons Killed,87.0
Surat,Weather,Hail/Sleet,Greviously Injured,12.0
Surat,Weather,Hail/Sleet,Minor Injury,209.0
Surat,Weather,Hail/Sleet,Total Injured,219.0
Surat,Weather,Hail/Sleet,Total number of Accidents,1092.0
Surat,Traffic Violation,Drunken Driving,Persons Killed,88.0
Surat,Traffic Violation,Drunken Driving,Greviously Injured,77.0
Surat,Traffic Violation,Drunken Driving,Minor Injury,447.0
Surat,Traffic Violation,Drunken Driving,Total Injured,456.0
Surat,Traffic Violation,Drunken Driving,Total number of Accidents,1490.0
Surat,Traffic Violation,Over Speeding,Persons Killed,55.0
Surat,Traffic Violation,Over Speeding,Greviously Injured,132.0
Surat,Traffic Violation,Over Speeding,Minor Injury,78.0
Surat,Traffic Violation,Over Speeding,Total Injured,748.0
Surat,Traffic Violation,Over Speeding,Total number of Accidents,1418.0
Surat,Traffic Violation,Jumping Red Light,Persons Killed,24.0
Surat,Traffic Violation,Jumping Red Light,Greviously Injured,235.0
Surat,Traffic Violation,Jumping Red Light,Minor Injury,381.0
Surat,Traffic Violation,Jumping Red Light,Total Injured,269.0
Surat,Traffic Violation,Jumping Red Light,Total number of Accidents,720.0
Surat,Traffic Violation,Use of Mobile Phone,Persons Killed,78.0
Surat,Traffic Violation,Use of Mobile Phone,Greviously Injured,49.0
Surat,Traffic Violation,Use of Mobile Phone,Minor Injury,74.0
Surat,Traffic Violation,Use of Mobile Phone,Total Injured,360.0
Surat,Traffic Violation,Use of Mobile Phone,Total number of Accidents,1154.0
Surat,Traffic Violation,Wrong Side Driving,Persons Killed,97.0
Surat,Traffic Violation,Wrong Side Driving,Greviously Injured,133.0
Surat,Traffic Violation,Wrong Side Driving,Minor Injury,87.0
Surat,Traffic Violation,Wrong Side Driving,Total Injured,427.0
Surat,Traffic Violation,Wrong Side Driving,Total number of Accidents,1474.0
Lucknow,Traffic Control,Traffic Light Signal,Persons Killed,4.0
Lucknow,Traffic Control,Traffic Light Signal,Greviously Injured,185.0
Lucknow,Traffic Control,Traffic Light Signal,Minor Injury,139.0
Lucknow,Traffic Control,Traffic Light Signal,Total Injured,553.0
Lucknow,Traffic Control,Traffic Light Signal,Total number of Accidents,236.0
Lucknow,Traffic Control,Stop Sign,Persons Killed,59.0
Lucknow,Traffic Control,Stop Sign,Greviously Injured,185.0
Lucknow,Traffic Control,Stop Sign,Minor Injury,333.0
Lucknow,Traffic Control,Stop Sign,Total Injured,692.0
Lucknow,Traffic Control,Stop Sign,Total number of Accidents,1337.0
Lucknow,Traffic Control,Police Controlled,Persons Killed,39.0
Lucknow,Traffic Control,Police Controlled,Greviously Injured,233.0
Lucknow,Traffic Control,Police Controlled,Minor Injury,367.0
Lucknow,Traffic Control,Police Controlled,Total Injured,448.0
Lucknow,Traffic Control,Police Controlled,Total number of Accidents,314.0
Lucknow,Traffic Control,Flashing Signal/Blinker,Persons Killed,57.0
Lucknow,Traffic Control,Flashing Signal/Blinker,Greviously Injured,65.0
Lucknow,Traffic Control,Flashing Signal/Blinker,Minor Injury,89.0
Lucknow,Traffic Control,Flashing Signal/Blinker,Total Injured,139.0
Lucknow,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,1485.0
Lucknow,Junction,Four arm Junction,Persons Killed,87.0
Lucknow,Junction,Four arm Junction,Greviously Injured,156.0
Lucknow,Junction,Four arm Junction,Minor Injury,385.0
Lucknow,Junction,Four arm Junction,Total Injured,267.0
Lucknow,Junction,Four arm Junction,Total number of Accidents,291.0
Lucknow,Junction,T Junction,Persons Killed,96.0
Lucknow,Junction,T Junction,Greviously Injured,68.0
Lucknow,Junction,T Junction,Minor Injury,108.0
Lucknow,Junction,T Junction,Total Injured,780.0
Lucknow,Junction,T Junction,Total number of Accidents,980.0
Lucknow,Junction,Y Junction,Persons Killed,44.0
Lucknow,Junction,Y Junction,Greviously Injured,190.0
Lucknow,Junction,Y Junction,Minor Injury,219.0
Lucknow,Junction,Y Junction,Total Injured,455.0
Lucknow,Junction,Y Junction,Total number of Accidents,390.0
Lucknow,Junction,Round about Junction,Persons Killed,26.0
Lucknow,Junction,Round about Junction,Greviously Injured,197.0
Lucknow,Junction,Round about Junction,Minor Injury,56.0
Lucknow,Junction,Round about Junction,Total Injured,232.0
Lucknow,Junction,Round about Junction,Total number of Accidents,756.0
Lucknow,Junction,Uncontrolled,Persons Killed,57.0
Lucknow,Junction,Uncontrolled,Greviously Injured,258.0
Lucknow,Junction,Uncontrolled,Minor Injury,80.0
Lucknow,Junction,Uncontrolled,Total Injured,634.0
Lucknow,Junction,Uncontrolled,Total number of Accidents,625.0
Lucknow,Road Features,Straight Road,Persons Killed,9.0
Lucknow,Road Features,Straight Road,Greviously Injured,169.0
Lucknow,Road Features,Straight Road,Minor Injury,412.0
Lucknow,Road Features,Straight Road,Total Injured,536.0
Lucknow,Road Features,Straight Road,Total number of Accidents,281.0
Lucknow,Road Features,Curved Road,Persons Killed,99.0
Lucknow,Road Features,Curved Road,Greviously Injured,267.0
Lucknow,Road Features,Curved Road,Minor Injury,243.0
Lucknow,Road Features,Curved Road,Total Injured,688.0
Lucknow,Road Features,Curved Road,Total number of Accidents,494.0
Lucknow,Road Features,Bridge,Persons Killed,65.0
Lucknow,Road Features,Bridge,Greviously Injured,233.0
Lucknow,Road Features,Bridge,Minor Injury,62.0
Lucknow,Road Features,Bridge,Total Injured,145.0
Lucknow,Road Features,Bridge,Total number of Accidents,1336.0
Lucknow,Road Features,Pot Holes,Persons Killed,16.0
Lucknow,Road Features,Pot Holes,Greviously Injured,232.0
Lucknow,Road Features,Pot Holes,Minor Injury,403.0
Lucknow,Road Features,Pot Holes,Total Injured,799.0
Lucknow,Road Features,Pot Holes,Total number of Accidents,647.0
Lucknow,Road Features,Steep Grade,Persons Killed,87.0
Lucknow,Road Features,Steep Grade,Greviously Injured,172.0
Lucknow,Road Features,Steep Grade,Minor Injury,375.0
Lucknow,Road Features,Steep Grade,Total Injured,566.0
Lucknow,Road Features,Steep Grade,Total number of Accidents,613.0
Lucknow,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,70.0
Lucknow,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,83.0
Lucknow,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,282.0
Lucknow,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,323.0
Lucknow,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,1193.0
Lucknow,Impacting Vehicle/Object,Two Wheelers,Persons Killed,62.0
Lucknow,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,69.0
Lucknow,Impacting Vehicle/Object,Two Wheelers,Minor Injury,384.0
